ID,date,warehouse_ID,Latitude,Longitude,Product_Type,year,month,is_weekend,is_warehouse_closed,daily_dispatch_count,weekly_dispatch_count
0x3400,1/27/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,January,No,No,8.5,
0x272b,1/28/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,January,Yes,No,4.2,
0x272c,1/29/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,January,Yes,No,5.4,37.9
0x3402,1/29/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,January,Yes,No,7.5,52
0x272d,1/30/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,January,No,No,4.8,
0x3403,1/30/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,January,No,No,6.4,
0x272e,1/31/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,January,No,No,5.6,
0x3404,1/31/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,January,No,No,6.2,
0x272f,2/1/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,6.4,
0x3405,2/1/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,8.6,
0x2730,2/2/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,5.1,
0x3406,2/2/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,8.4,
0x2731,2/3/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,5.5,
0x3407,2/3/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,7.5,
0x2732,2/4/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,Yes,No,5.7,
0x3408,2/4/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,Yes,No,5,
0x2733,2/5/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,Yes,No,4.1,37.2
0x3409,2/5/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,Yes,No,6.8,48.9
0x2734,2/6/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,6.2,
0x340a,2/6/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,5.5,
0x2735,2/7/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,6.7,
0x340b,2/7/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,8.1,
0x2736,2/8/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,5.2,
0x340c,2/8/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,7.3,
0x2737,2/9/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,6.6,
0x340e,2/10/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,7.5,
0x2739,2/11/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,Yes,No,4.1,
0x340f,2/11/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,Yes,No,6,
0x273a,2/12/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,Yes,No,5.4,39.7
0x3410,2/12/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,Yes,No,6.7,49.2
0x273b,2/13/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,6.1,
0x273c,2/14/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,5,
0x3412,2/14/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,7.5,
0x273d,2/15/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,6.5,
0x3413,2/15/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,8.9,
0x273e,2/16/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,5.3,
0x3414,2/16/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,9,
0x273f,2/17/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,5.9,
0x3415,2/17/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,8.4,
0x2740,2/18/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,Yes,No,5.1,
0x3416,2/18/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,Yes,No,6.6,
0x3417,2/19/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,Yes,No,7.5,54.8
0x2742,2/20/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,4.8,
0x3418,2/20/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,6.5,
0x2743,2/21/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,5.3,
0x3419,2/21/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,6.3,
0x2744,2/22/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,6.2,
0x341a,2/22/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,8,
0x2745,2/23/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,7.6,
0x341b,2/23/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,8,
0x2746,2/24/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,6,
0x341c,2/24/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,9.2,
0x2747,2/25/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,Yes,No,5.3,
0x341d,2/25/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,Yes,No,5.6,
0x2748,2/26/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,Yes,No,5.1,40.3
0x341e,2/26/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,Yes,No,7.5,51.1
0x2749,2/27/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,February,No,No,4.6,
0x341f,2/27/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,7.9,
0x3420,2/28/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,February,No,No,7.6,
0x274b,3/1/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.5,
0x3421,3/1/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,8.9,
0x274c,3/2/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,8.3,
0x3422,3/2/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.6,
0x274d,3/3/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7.8,
0x3423,3/3/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,10.7,
0x274e,3/4/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,6.1,
0x3424,3/4/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,7.3,
0x274f,3/5/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,5.9,44.9
0x3425,3/5/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,7.9,59.9
0x2750,3/6/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.2,
0x3426,3/6/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.3,
0x3427,3/7/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,8.6,
0x2752,3/8/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,8.2,
0x3428,3/8/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,8.1,
0x2753,3/9/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7,
0x3429,3/9/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.2,
0x2754,3/10/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7.4,
0x342a,3/10/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,10,
0x2755,3/11/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,5.1,
0x342b,3/11/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,7.7,
0x2756,3/12/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,5.9,47.4
0x342c,3/12/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,9,61.9
0x2757,3/13/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,5.7,
0x342d,3/13/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,7.4,
0x2758,3/14/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.2,
0x342e,3/14/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,7.8,
0x2759,3/15/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,5.2,
0x275a,3/16/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.4,
0x3430,3/16/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,8.9,
0x275b,3/17/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,9.9,
0x3431,3/17/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.6,
0x275c,3/18/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,5.5,
0x3432,3/18/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,7.4,
0x275d,3/19/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,6.9,45.8
0x275e,3/20/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.1,
0x3434,3/20/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,7,
0x275f,3/21/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.8,
0x3435,3/21/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.2,
0x2760,3/22/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.7,
0x3436,3/22/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,10.6,
0x2761,3/23/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7.4,
0x3437,3/23/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,10.5,
0x2762,3/24/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7.7,
0x3438,3/24/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.9,
0x2763,3/25/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,4.9,
0x3439,3/25/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,8.7,
0x2764,3/26/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,Yes,No,6.4,46
0x343a,3/26/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,Yes,No,8.2,64.1
0x2765,3/27/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.1,
0x343b,3/27/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,8.6,
0x2766,3/28/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,6.4,
0x343c,3/28/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,8.4,
0x2767,3/29/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7.6,
0x343d,3/29/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.6,
0x2768,3/30/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,7.3,
0x343e,3/30/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,10.3,
0x2769,3/31/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,March,No,No,8.1,
0x343f,3/31/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,March,No,No,9.6,
0x276a,4/1/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6.4,
0x3440,4/1/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,8.5,
0x276b,4/2/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6.9,48.8
0x3441,4/2/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,8.6,63.6
0x276c,4/3/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,6.4,
0x3442,4/3/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,9,
0x276d,4/4/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,8,
0x3443,4/4/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,9.7,
0x276e,4/5/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,8.2,
0x3444,4/5/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,9.5,
0x276f,4/6/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,8.7,
0x3445,4/6/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,9.5,
0x3446,4/7/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.8,
0x2771,4/8/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,5.3,
0x3447,4/8/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,8.5,
0x2772,4/9/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6.8,51.9
0x2773,4/10/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,6.6,
0x3449,4/10/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,7.9,
0x2774,4/11/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,5.6,
0x344a,4/11/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.1,
0x2775,4/12/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,6.4,
0x344b,4/12/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.5,
0x2776,4/13/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,8.5,
0x344c,4/13/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.2,
0x344d,4/14/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,11.1,
0x2778,4/15/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6.2,
0x344e,4/15/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,8.4,
0x2779,4/16/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,7.3,48.9
0x344f,4/16/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,9.1,67.3
0x277a,4/17/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,6.4,
0x277b,4/18/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,6.4,
0x3451,4/18/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,11,
0x277c,4/19/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,6.2,
0x3452,4/19/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,9.7,
0x277d,4/20/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,9.2,
0x3453,4/20/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,12.3,
0x277e,4/21/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,9.2,
0x3454,4/21/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,9.9,
0x277f,4/22/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6,
0x2780,4/23/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6.5,49.9
0x3456,4/23/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,9,67.4
0x2781,4/24/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,7.4,
0x3457,4/24/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,8.5,
0x3458,4/25/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.4,
0x2783,4/26/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,8.6,
0x3459,4/26/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.3,
0x2784,4/27/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,No,No,7.7,
0x345a,4/27/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.6,
0x345b,4/28/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,No,No,10.6,
0x2786,4/29/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,6.1,
0x345c,4/29/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,8,
0x2787,4/30/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,April,Yes,No,8.1,53.5
0x345d,4/30/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,April,Yes,No,8.4,66.8
0x345e,5/1/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.1,
0x2789,5/2/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,7.4,
0x345f,5/2/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,11,
0x3460,5/3/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.4,
0x278b,5/4/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,7.7,
0x3461,5/4/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,11.9,
0x278c,5/5/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,9,
0x3462,5/5/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.9,
0x278d,5/6/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,Yes,No,6,
0x278e,5/7/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,Yes,No,6.9,52
0x3464,5/7/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,Yes,No,11.6,73.9
0x3465,5/8/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,11.5,
0x3466,5/9/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,11.9,
0x2791,5/10/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,9.4,
0x3467,5/10/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.8,
0x2792,5/11/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,10,
0x3468,5/11/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,11.6,
0x2793,5/12/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8.9,
0x3469,5/12/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.7,
0x2794,5/13/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,Yes,No,6.3,
0x346a,5/13/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,Yes,No,6.6,
0x2795,5/14/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,Yes,No,6.9,57.2
0x346b,5/14/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,Yes,No,9.8,72.9
0x2796,5/15/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8,
0x346c,5/15/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.1,
0x2797,5/16/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8.9,
0x346d,5/16/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,9.2,
0x2798,5/17/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8.7,
0x346e,5/17/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,9,
0x2799,5/18/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8.9,
0x346f,5/18/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.5,
0x279a,5/19/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,9.6,
0x3470,5/19/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,11.9,
0x279b,5/20/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,Yes,No,7,
0x3471,5/20/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,Yes,No,8.8,
0x3472,5/21/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,Yes,No,8.5,68
0x279d,5/22/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8.3,
0x3473,5/22/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,7.9,
0x279e,5/23/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8.1,
0x3474,5/23/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.8,
0x279f,5/24/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,7.7,
0x3475,5/24/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,11.5,
0x27a0,5/25/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,8.1,
0x3476,5/25/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,10.5,
0x27a1,5/26/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,No,No,7.9,
0x3477,5/26/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,No,No,9.9,
0x27a2,5/27/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,Yes,No,6.1,
0x3478,5/27/2017,WH_0x3ea,38.749077,-105.18306,Type_A,2017,May,Yes,No,8.3,
0x27a3,5/28/2017,WH_0x3e9,41.681471,-72.794746,Type_A,2017,May,Yes,No,8.1,54.3
